index,CC,LC1,LC2,NFTC1,NFTC2,Saup1,Saup2,Saup3,Saup4,Saup5,Saup6,SFTC,sample-3,sample-4,sample-5,sample-51,sample-52,sample-53,sample-54,sample-6
D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Gaiellales;D_4__uncultured;D_5__uncultured actinobacterium;D_6__uncultured actinobacterium,0,0,0,0,0,19,0,9,35,7,3,0,10,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Gaiellales;D_4__uncultured;D_5__uncultured bacterium;D_6__uncultured bacterium,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Gaiellales;D_4__uncultured;D_5__uncultured organism;D_6__uncultured organism,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Gaiellales;D_4__uncultured;__;__,0,0,0,0,0,4,37,14,35,45,7,0,82,0,0,0,12,0,0,0
D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Gaiellales;__;__;__,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__67-14;D_5__metagenome;D_6__metagenome,0,0,0,0,0,0,0,0,0,10,21,0,0,0,0,0,5,0,0,0
D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__67-14;D_5__uncultured actinobacterium;D_6__uncultured actinobacterium,0,0,0,0,0,0,11,12,0,31,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__67-14;D_5__uncultured bacterium;D_6__uncultured bacterium,0,0,0,0,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__67-14;__;__,0,0,0,0,0,0,19,12,0,49,13,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__Solirubrobacteraceae;D_5__Conexibacter;D_6__metagenome,6,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__Solirubrobacteraceae;D_5__Conexibacter;__,0,35,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__Solirubrobacteraceae;D_5__Solirubrobacter;D_6__metagenome,0,0,13,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__Solirubrobacteraceae;D_5__Solirubrobacter;D_6__uncultured bacterium,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__Solirubrobacteraceae;D_5__Solirubrobacter;__,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__Solirubrobacteraceae;D_5__uncultured;D_6__metagenome,0,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0
D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__Solirubrobacteraceae;D_5__uncultured;D_6__uncultured bacterium,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__Solirubrobacteraceae;D_5__uncultured;__,0,4,0,0,0,0,57,0,0,0,0,0,159,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__Solirubrobacteraceae;__;__,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;__;__;__,0,0,0,0,0,12,0,0,0,0,26,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__uncultured;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Actinobacteria;D_2__WCHB1-81;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Actinobacteria;D_2__WCHB1-81;D_3__uncultured eubacterium WCHB1-81;D_4__uncultured eubacterium WCHB1-81;D_5__uncultured eubacterium WCHB1-81;D_6__uncultured eubacterium WCHB1-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Actinobacteria;__;__;__;__;__,0,0,0,0,0,0,0,2,0,12,18,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Aegiribacteria;D_2__uncultured bacterium;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Aerophobetes;D_2__uncultured bacterium;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
D_0__Bacteria;D_1__AncK6;D_2__uncultured bacterium;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__AncK6;__;__;__;__;__,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Armatimonadetes;D_2__Armatimonadia;D_3__Armatimonadales;D_4__Armatimonadaceae;D_5__Armatimonas;D_6__uncultured bacterium,0,0,0,0,0,76,25,16,102,0,0,0,0,0,0,0,9,0,0,0
D_0__Bacteria;D_1__Armatimonadetes;D_2__Armatimonadia;D_3__Armatimonadales;D_4__Armatimonadaceae;D_5__Armatimonas;D_6__uncultured beta proteobacterium,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Armatimonadetes;D_2__Armatimonadia;D_3__Armatimonadales;D_4__Armatimonadaceae;D_5__Armatimonas;__,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Armatimonadetes;D_2__Armatimonadia;D_3__Armatimonadales;D_4__metagenome;D_5__metagenome;D_6__metagenome,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Armatimonadetes;D_2__Armatimonadia;D_3__Armatimonadales;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium,0,0,0,0,4,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Armatimonadetes;D_2__Armatimonadia;D_3__Armatimonadales;__;__;__,12,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Armatimonadetes;D_2__Chthonomonadetes;D_3__Chthonomonadales;D_4__Chthonomonadaceae;D_5__Chthonomonas;D_6__uncultured bacterium,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Armatimonadetes;D_2__Chthonomonadetes;D_3__Chthonomonadales;D_4__uncultured Armatimonadetes bacterium;D_5__uncultured Armatimonadetes bacterium;D_6__uncultured Armatimonadetes bacterium,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Armatimonadetes;D_2__Chthonomonadetes;D_3__Chthonomonadales;D_4__uncultured bacterium SJA-22;D_5__uncultured bacterium SJA-22;D_6__uncultured bacterium SJA-22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Armatimonadetes;D_2__Chthonomonadetes;D_3__Chthonomonadales;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Armatimonadetes;D_2__DG-56;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Armatimonadetes;D_2__Fimbriimonadia;D_3__Fimbriimonadales;D_4__Fimbriimonadaceae;D_5__groundwater metagenome;D_6__groundwater metagenome,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Armatimonadetes;D_2__Fimbriimonadia;D_3__Fimbriimonadales;D_4__Fimbriimonadaceae;D_5__metagenome;D_6__metagenome,0,0,5,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Armatimonadetes;D_2__Fimbriimonadia;D_3__Fimbriimonadales;D_4__Fimbriimonadaceae;D_5__uncultured Armatimonadetes bacterium;D_6__uncultured Armatimonadetes bacterium,0,0,0,0,0,38,0,0,38,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Armatimonadetes;D_2__Fimbriimonadia;D_3__Fimbriimonadales;D_4__Fimbriimonadaceae;D_5__uncultured bacterium GC55;D_6__uncultured bacterium GC55,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Armatimonadetes;D_2__Fimbriimonadia;D_3__Fimbriimonadales;D_4__Fimbriimonadaceae;D_5__uncultured bacterium;D_6__uncultured bacterium,0,0,0,0,0,7,5,0,0,6,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Armatimonadetes;D_2__Fimbriimonadia;D_3__Fimbriimonadales;D_4__Fimbriimonadaceae;D_5__uncultured organism;D_6__uncultured organism,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0
D_0__Bacteria;D_1__Armatimonadetes;D_2__Fimbriimonadia;D_3__Fimbriimonadales;D_4__Fimbriimonadaceae;__;__,0,0,7,0,5,0,9,15,56,0,0,25,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Armatimonadetes;D_2__uncultured bacterium;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Armatimonadetes;D_2__uncultured;D_3__uncultured Armatimonadetes bacterium;D_4__uncultured Armatimonadetes bacterium;D_5__uncultured Armatimonadetes bacterium;D_6__uncultured Armatimonadetes bacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Armatimonadetes;D_2__uncultured;D_3__uncultured bacterium SJA-176;D_4__uncultured bacterium SJA-176;D_5__uncultured bacterium SJA-176;D_6__uncultured bacterium SJA-176,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Armatimonadetes;D_2__uncultured;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium,0,0,0,0,0,0,0,6,0,8,4,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Armatimonadetes;D_2__uncultured;D_3__uncultured soil bacterium;D_4__uncultured soil bacterium;D_5__uncultured soil bacterium;D_6__uncultured soil bacterium,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Armatimonadetes;D_2__uncultured;__;__;__;__,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Atribacteria;D_2__JS1;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,2,0,0
D_0__Bacteria;D_1__BRC1;D_2__uncultured bacterium;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__BRC1;__;__;__;__;__,0,0,0,0,4,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Bacteroidaceae;D_5__Bacteroides;D_6__Bacteroides caecigallinarum,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Bacteroidaceae;D_5__Bacteroides;D_6__Bacteroides dorei,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Bacteroidaceae;D_5__Bacteroides;D_6__Bacteroides ihuae,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Bacteroidaceae;D_5__Bacteroides;D_6__uncultured Bacteroides sp.,5,0,0,0,0,99,0,0,113,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Bacteroidaceae;D_5__Bacteroides;D_6__uncultured bacterium,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Bacteroidaceae;D_5__Bacteroides;__,0,0,0,0,0,201,60,65,320,0,31,6,395,0,0,0,27,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Bacteroidales RF16 group;D_5__uncultured Porphyromonadaceae bacterium;D_6__uncultured Porphyromonadaceae bacterium,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Bacteroidales RF16 group;D_5__uncultured rumen bacterium;D_6__uncultured rumen bacterium,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Bacteroidales RF16 group;__;__,0,0,0,0,0,40,0,0,22,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Bacteroidetes BD2-2;D_5__uncultured bacterium;D_6__uncultured bacterium,5,0,0,0,0,5,0,4,37,0,3,0,0,0,9,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Bacteroidetes BD2-2;D_5__uncultured prokaryote;D_6__uncultured prokaryote,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Bacteroidetes BD2-2;D_5__uncultured soil bacterium;D_6__uncultured soil bacterium,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Bacteroidetes BD2-2;__;__,0,0,0,0,0,7,7,0,10,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Bacteroidetes vadinHA17;D_5__uncultured Alkaliflexus sp.;D_6__uncultured Alkaliflexus sp.,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Bacteroidetes vadinHA17;D_5__uncultured Bacteroidales bacterium;D_6__uncultured Bacteroidales bacterium,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Bacteroidetes vadinHA17;D_5__uncultured bacterium;D_6__uncultured bacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Bacteroidetes vadinHA17;D_5__uncultured soil bacterium;D_6__uncultured soil bacterium,0,0,0,0,0,34,19,31,18,4,56,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Bacteroidetes vadinHA17;__;__,0,0,0,0,0,18,14,0,0,0,0,0,5,0,0,0,13,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Dysgonomonadaceae;D_5__Dysgonomonas;D_6__Dysgonomonas sp. DT183,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Dysgonomonadaceae;D_5__Dysgonomonas;D_6__uncultured Bacteroidetes bacterium,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Dysgonomonadaceae;D_5__Dysgonomonas;D_6__uncultured bacterium,33,0,22,0,0,10,4,2,44,0,0,7,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Dysgonomonadaceae;D_5__Dysgonomonas;__,0,0,0,0,0,48,3,0,28,0,5,7,0,0,0,0,4,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Dysgonomonadaceae;D_5__uncultured;D_6__uncultured bacterium,0,0,0,0,0,13,0,10,30,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Dysgonomonadaceae;D_5__uncultured;D_6__uncultured soil bacterium,0,0,0,0,0,0,12,0,68,0,0,0,13,0,5,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Dysgonomonadaceae;D_5__uncultured;__,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__F082;D_5__uncultured bacterium;D_6__uncultured bacterium,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__M2PB4-65 termite group;D_5__uncultured bacterium;D_6__uncultured bacterium,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Marinifilaceae;D_5__uncultured;D_6__Bacteroidetes bacterium ADurb.Bin217,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Marinifilaceae;D_5__uncultured;D_6__uncultured bacterium,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Marinilabiliaceae;D_5__Marinilabilia;__,0,0,0,0,0,106,0,0,129,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Marinilabiliaceae;D_5__[Cytophaga] xylanolytica group;D_6__uncultured bacterium,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Marinilabiliaceae;D_5__[Cytophaga] xylanolytica group;__,0,0,0,0,0,19,16,0,126,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Marinilabiliaceae;D_5__uncultured;D_6__uncultured Cytophagales bacterium,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__MgMjR-022;D_5__uncultured bacterium;D_6__uncultured bacterium,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Muribaculaceae;D_5__gut metagenome;D_6__gut metagenome,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Muribaculaceae;D_5__uncultured bacterium;D_6__uncultured bacterium,0,0,28,0,0,119,14,10,132,0,10,40,797,6,0,0,151,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Muribaculaceae;__;__,0,0,14,0,0,7,0,0,7,0,0,14,85,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Paludibacteraceae;D_5__Paludibacter;D_6__uncultured bacterium,0,0,0,0,10,76,0,0,72,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Paludibacteraceae;D_5__Paludibacter;__,4,0,0,0,0,164,114,57,229,0,71,10,0,0,0,0,20,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Paludibacteraceae;D_5__uncultured;D_6__uncultured Bacteroidetes bacterium,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Paludibacteraceae;D_5__uncultured;D_6__uncultured soil bacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Paludibacteraceae;D_5__uncultured;__,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Alloprevotella;D_6__uncultured Bacteroidales bacterium,0,0,0,0,0,38,0,0,22,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Alloprevotella;__,0,0,7,0,0,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotella 1;D_6__uncultured bacterium,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotella 1;D_6__unidentified rumen bacterium RF19,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotella 1;__,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotella 2;D_6__uncultured bacterium,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotella 7;D_6__uncultured bacterium,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotella 7;D_6__uncultured rumen bacterium,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotella 9;D_6__Prevotella paludivivens,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotella 9;__,0,0,0,0,0,11,14,0,17,6,8,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotella;D_6__Prevotella pallens,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotellaceae NK3B31 group;D_6__uncultured bacterium,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotellaceae UCG-001;D_6__uncultured bacterium,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotellaceae UCG-003;D_6__uncultured Bacteroidales bacterium,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotellaceae UCG-003;__,0,0,0,0,0,19,0,0,8,0,0,9,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotellaceae UCG-004;D_6__uncultured Bacteroidales bacterium,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
